"","SourceFile","FileName","FileSize","Model","DateTimeOriginal","ImageSize","FocalLength","ShutterSpeed","Aperture","ISO","WhiteBalance","Flash","Sort","Event"
"1172","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0106.JPG","22_18_WF_0106.JPG","837 kB","BTC5HDP",2018-12-21 21:08:07,"2000x1111","42.0 mm","20-Jan",2.4,1600,"Unknown (288)","Auto, Fired","2018-12-21 21:08:07",383
"1173","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0107.JPG","22_18_WF_0107.JPG","776 kB","BTC5HDP",2018-12-21 21:08:09,"2000x1111","42.0 mm","20-Jan",2.4,800,"Unknown (288)","Auto, Fired","2018-12-21 21:08:09",383
"1174","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0108.JPG","22_18_WF_0108.JPG","823 kB","BTC5HDP",2018-12-21 21:08:11,"2000x1111","42.0 mm","20-Jan",2.4,400,"Unknown (288)","Auto, Fired","2018-12-21 21:08:11",383
"1175","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0109.JPG","22_18_WF_0109.JPG","803 kB","BTC5HDP",2018-12-22 02:33:18,"2000x1111","42.0 mm","20-Jan",2.4,1600,"Unknown (288)","Auto, Fired","2018-12-22 02:33:18",384
"1176","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0110.JPG","22_18_WF_0110.JPG","782 kB","BTC5HDP",2018-12-22 02:33:20,"2000x1111","42.0 mm","20-Jan",2.4,800,"Unknown (288)","Auto, Fired","2018-12-22 02:33:20",384
"1177","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0111.JPG","22_18_WF_0111.JPG","867 kB","BTC5HDP",2018-12-22 02:33:22,"2000x1111","42.0 mm","20-Jan",2.4,400,"Unknown (288)","Auto, Fired","2018-12-22 02:33:22",384
"1178","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/11_13_BC_000142.JPG","11_13_BC_000142.JPG","759 kB","",2018-12-22 07:20:28,"2000x1500","","0",2.8,100,"","No Flash","2018-12-22 07:20:28",385
"1179","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/11_13_BC_000143.JPG","11_13_BC_000143.JPG","759 kB","",2018-12-22 07:20:29,"2000x1500","","0",2.8,100,"","No Flash","2018-12-22 07:20:29",385
"1180","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/11_13_BC_000144.JPG","11_13_BC_000144.JPG","759 kB","",2018-12-22 07:20:29,"2000x1500","","0",2.8,100,"","No Flash","2018-12-22 07:20:29",385
"1181","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0112.JPG","29_19_DEG_0112.JPG","839 kB","BTC5HDP",2018-12-22 08:21:51,"2000x1111","42.0 mm","Jan-40",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-22 08:21:51",386
"1182","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0113.JPG","29_19_DEG_0113.JPG","830 kB","BTC5HDP",2018-12-22 08:21:54,"2000x1111","42.0 mm","Jan-40",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-22 08:21:54",386
"1183","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0114.JPG","29_19_DEG_0114.JPG","827 kB","BTC5HDP",2018-12-22 08:21:56,"2000x1111","42.0 mm","Jan-40",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-22 08:21:56",386
"1184","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000160.JPG","17_24_BC_000160.JPG","866 kB","",2018-12-22 09:22:41,"2000x1500","","0",2.8,100,"","No Flash","2018-12-22 09:22:41",387
"1185","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000161.JPG","17_24_BC_000161.JPG","866 kB","",2018-12-22 09:22:41,"2000x1500","","0",2.8,100,"","No Flash","2018-12-22 09:22:41",387
"1186","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000162.JPG","17_24_BC_000162.JPG","864 kB","",2018-12-22 09:22:42,"2000x1500","","0",2.8,100,"","No Flash","2018-12-22 09:22:42",387
"1187","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000163.JPG","17_24_BC_000163.JPG","876 kB","",2018-12-22 09:28:14,"2000x1500","","0",2.8,100,"","No Flash","2018-12-22 09:28:14",388
"1188","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000164.JPG","17_24_BC_000164.JPG","879 kB","",2018-12-22 09:28:14,"2000x1500","","0",2.8,100,"","No Flash","2018-12-22 09:28:14",388
"1189","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000165.JPG","17_24_BC_000165.JPG","878 kB","",2018-12-22 09:28:15,"2000x1500","","0",2.8,100,"","No Flash","2018-12-22 09:28:15",388
"1190","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0115.JPG","29_19_DEG_0115.JPG","877 kB","BTC5HDP",2018-12-22 15:02:50,"2000x1111","42.0 mm","Jan-40",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-22 15:02:50",389
"1191","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0116.JPG","29_19_DEG_0116.JPG","815 kB","BTC5HDP",2018-12-22 15:02:52,"2000x1111","42.0 mm","Jan-40",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-22 15:02:52",389
"1192","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0117.JPG","29_19_DEG_0117.JPG","817 kB","BTC5HDP",2018-12-22 15:02:54,"2000x1111","42.0 mm","Jan-40",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-22 15:02:54",389
"1193","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/04_26_WF_000028.JPG","04_26_WF_000028.JPG","803 kB","",2018-12-22 15:25:34,"2000x1500","","0",2.8,100,"","No Flash","2018-12-22 15:25:34",390
"1194","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/04_26_WF_000029.JPG","04_26_WF_000029.JPG","802 kB","",2018-12-22 15:25:34,"2000x1500","","0",2.8,100,"","No Flash","2018-12-22 15:25:34",390
"1195","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/04_26_WF_000030.JPG","04_26_WF_000030.JPG","805 kB","",2018-12-22 15:25:35,"2000x1500","","0",2.8,100,"","No Flash","2018-12-22 15:25:35",390
"1196","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000097.JPG","15_14_DEG_000097.JPG","736 kB","",2018-12-22 15:54:54,"2000x1500","","0",2.8,100,"","No Flash","2018-12-22 15:54:54",391
"1197","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000098.JPG","15_14_DEG_000098.JPG","733 kB","",2018-12-22 15:54:55,"2000x1500","","0",2.8,100,"","No Flash","2018-12-22 15:54:55",391
"1198","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000099.JPG","15_14_DEG_000099.JPG","732 kB","",2018-12-22 15:54:55,"2000x1500","","0",2.8,100,"","No Flash","2018-12-22 15:54:55",391
"1199","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000100.JPG","15_14_DEG_000100.JPG","729 kB","",2018-12-22 15:56:31,"2000x1500","","0",2.8,100,"","No Flash","2018-12-22 15:56:31",392
"1200","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000101.JPG","15_14_DEG_000101.JPG","737 kB","",2018-12-22 15:56:31,"2000x1500","","0",2.8,100,"","No Flash","2018-12-22 15:56:31",392
"1201","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000102.JPG","15_14_DEG_000102.JPG","740 kB","",2018-12-22 15:56:32,"2000x1500","","0",2.8,100,"","No Flash","2018-12-22 15:56:32",392
"1202","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0118.JPG","29_19_DEG_0118.JPG","830 kB","BTC5HDP",2018-12-22 16:04:11,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-22 16:04:11",393
"1203","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0119.JPG","29_19_DEG_0119.JPG","820 kB","BTC5HDP",2018-12-22 16:04:13,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-22 16:04:13",393
"1204","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0120.JPG","29_19_DEG_0120.JPG","828 kB","BTC5HDP",2018-12-22 16:04:15,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-22 16:04:15",393
"1205","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0121.JPG","29_19_DEG_0121.JPG","837 kB","BTC5HDP",2018-12-22 16:05:17,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-22 16:05:17",394
"1206","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0122.JPG","29_19_DEG_0122.JPG","841 kB","BTC5HDP",2018-12-22 16:05:19,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-22 16:05:19",394
"1207","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0123.JPG","29_19_DEG_0123.JPG","839 kB","BTC5HDP",2018-12-22 16:05:21,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-22 16:05:21",394
"1208","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0124.JPG","29_19_DEG_0124.JPG","850 kB","BTC5HDP",2018-12-22 16:06:21,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-22 16:06:21",394
"1209","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0125.JPG","29_19_DEG_0125.JPG","846 kB","BTC5HDP",2018-12-22 16:06:23,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-22 16:06:23",394
"1210","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0126.JPG","29_19_DEG_0126.JPG","848 kB","BTC5HDP",2018-12-22 16:06:25,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-22 16:06:25",394
"1211","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0127.JPG","29_19_DEG_0127.JPG","846 kB","BTC5HDP",2018-12-22 16:07:28,"2000x1111","42.0 mm","15-Jan",2.4,400,"Unknown (288)","Auto, Did not fire","2018-12-22 16:07:28",395
"1212","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0128.JPG","29_19_DEG_0128.JPG","847 kB","BTC5HDP",2018-12-22 16:07:30,"2000x1111","42.0 mm","15-Jan",2.4,400,"Unknown (288)","Auto, Did not fire","2018-12-22 16:07:30",395
"1213","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0129.JPG","29_19_DEG_0129.JPG","844 kB","BTC5HDP",2018-12-22 16:07:32,"2000x1111","42.0 mm","15-Jan",2.4,400,"Unknown (288)","Auto, Did not fire","2018-12-22 16:07:32",395
"1214","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0130.JPG","29_19_DEG_0130.JPG","851 kB","BTC5HDP",2018-12-22 16:08:33,"2000x1111","42.0 mm","15-Jan",2.4,400,"Unknown (288)","Auto, Did not fire","2018-12-22 16:08:33",396
"1215","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0131.JPG","29_19_DEG_0131.JPG","852 kB","BTC5HDP",2018-12-22 16:08:35,"2000x1111","42.0 mm","15-Jan",2.4,400,"Unknown (288)","Auto, Did not fire","2018-12-22 16:08:35",396
"1216","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0132.JPG","29_19_DEG_0132.JPG","851 kB","BTC5HDP",2018-12-22 16:08:37,"2000x1111","42.0 mm","15-Jan",2.4,400,"Unknown (288)","Auto, Did not fire","2018-12-22 16:08:37",396
"1217","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0133.JPG","29_19_DEG_0133.JPG","863 kB","BTC5HDP",2018-12-22 16:09:40,"2000x1111","42.0 mm","15-Jan",2.4,400,"Unknown (288)","Auto, Did not fire","2018-12-22 16:09:40",397
"1218","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0134.JPG","29_19_DEG_0134.JPG","862 kB","BTC5HDP",2018-12-22 16:09:42,"2000x1111","42.0 mm","15-Jan",2.4,400,"Unknown (288)","Auto, Did not fire","2018-12-22 16:09:42",397
"1219","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0135.JPG","29_19_DEG_0135.JPG","862 kB","BTC5HDP",2018-12-22 16:09:44,"2000x1111","42.0 mm","15-Jan",2.4,400,"Unknown (288)","Auto, Did not fire","2018-12-22 16:09:44",397
"1220","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0136.JPG","29_19_DEG_0136.JPG","824 kB","BTC5HDP",2018-12-22 17:47:05,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-22 17:47:05",398
"1221","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0137.JPG","29_19_DEG_0137.JPG","806 kB","BTC5HDP",2018-12-22 17:47:08,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-22 17:47:08",398
"1222","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0138.JPG","29_19_DEG_0138.JPG","766 kB","BTC5HDP",2018-12-22 17:47:10,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-22 17:47:10",398
"1223","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000103.JPG","15_14_DEG_000103.JPG","810 kB","",2018-12-23 07:32:07,"2000x1500","","0",2.8,100,"","No Flash","2018-12-23 07:32:07",399
"1224","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000104.JPG","15_14_DEG_000104.JPG","758 kB","",2018-12-23 07:32:07,"2000x1500","","0",2.8,100,"","No Flash","2018-12-23 07:32:07",399
"1225","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000105.JPG","15_14_DEG_000105.JPG","871 kB","",2018-12-23 07:32:07,"2000x1500","","0",2.8,100,"","No Flash","2018-12-23 07:32:07",399
"1226","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0139.JPG","29_19_DEG_0139.JPG","851 kB","BTC5HDP",2018-12-23 07:33:26,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-23 07:33:26",400
"1227","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0140.JPG","29_19_DEG_0140.JPG","852 kB","BTC5HDP",2018-12-23 07:33:28,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-23 07:33:28",400
"1228","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0141.JPG","29_19_DEG_0141.JPG","851 kB","BTC5HDP",2018-12-23 07:33:30,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-23 07:33:30",400
"1229","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0142.JPG","29_19_DEG_0142.JPG","812 kB","BTC5HDP",2018-12-23 07:59:14,"2000x1111","42.0 mm","Jan-40",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-23 07:59:14",401
"1230","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0143.JPG","29_19_DEG_0143.JPG","847 kB","BTC5HDP",2018-12-23 07:59:16,"2000x1111","42.0 mm","Jan-40",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-23 07:59:16",401
"1231","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0144.JPG","29_19_DEG_0144.JPG","852 kB","BTC5HDP",2018-12-23 07:59:18,"2000x1111","42.0 mm","Jan-40",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-23 07:59:18",401
"1232","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0145.JPG","29_19_DEG_0145.JPG","855 kB","BTC5HDP",2018-12-23 08:00:19,"2000x1111","42.0 mm","Jan-40",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-23 08:00:19",402
"1233","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0146.JPG","29_19_DEG_0146.JPG","806 kB","BTC5HDP",2018-12-23 08:00:21,"2000x1111","42.0 mm","Jan-40",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-23 08:00:21",402
"1234","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0147.JPG","29_19_DEG_0147.JPG","813 kB","BTC5HDP",2018-12-23 08:00:23,"2000x1111","42.0 mm","Jan-40",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-23 08:00:23",402
"1235","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0148.JPG","29_19_DEG_0148.JPG","868 kB","BTC5HDP",2018-12-23 08:51:28,"2000x1111","42.0 mm","Jan-87",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-23 08:51:28",403
"1236","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0149.JPG","29_19_DEG_0149.JPG","868 kB","BTC5HDP",2018-12-23 08:51:30,"2000x1111","42.0 mm","Jan-87",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-23 08:51:30",403
"1237","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0150.JPG","29_19_DEG_0150.JPG","867 kB","BTC5HDP",2018-12-23 08:51:32,"2000x1111","42.0 mm","Jan-87",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-23 08:51:32",403
"1238","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000166.JPG","17_24_BC_000166.JPG","801 kB","",2018-12-23 09:47:11,"2000x1500","","0",2.8,100,"","No Flash","2018-12-23 09:47:11",404
"1239","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000167.JPG","17_24_BC_000167.JPG","801 kB","",2018-12-23 09:47:11,"2000x1500","","0",2.8,100,"","No Flash","2018-12-23 09:47:11",404
"1240","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000168.JPG","17_24_BC_000168.JPG","801 kB","",2018-12-23 09:47:11,"2000x1500","","0",2.8,100,"","No Flash","2018-12-23 09:47:11",404
"1241","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000169.JPG","17_24_BC_000169.JPG","874 kB","",2018-12-23 09:49:21,"2000x1500","","0",2.8,100,"","No Flash","2018-12-23 09:49:21",405
"1242","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000170.JPG","17_24_BC_000170.JPG","875 kB","",2018-12-23 09:49:21,"2000x1500","","0",2.8,100,"","No Flash","2018-12-23 09:49:21",405
"1243","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000171.JPG","17_24_BC_000171.JPG","872 kB","",2018-12-23 09:49:22,"2000x1500","","0",2.8,100,"","No Flash","2018-12-23 09:49:22",405
"1244","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000172.JPG","17_24_BC_000172.JPG","870 kB","",2018-12-23 09:51:35,"2000x1500","","0",2.8,100,"","No Flash","2018-12-23 09:51:35",406
"1245","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000173.JPG","17_24_BC_000173.JPG","871 kB","",2018-12-23 09:51:35,"2000x1500","","0",2.8,100,"","No Flash","2018-12-23 09:51:35",406
"1246","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000174.JPG","17_24_BC_000174.JPG","871 kB","",2018-12-23 09:51:36,"2000x1500","","0",2.8,100,"","No Flash","2018-12-23 09:51:36",406
"1247","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0106.JPG","33_01_WF_0106.JPG","851 kB","BTC5HDP",2018-12-23 13:25:52,"2000x1111","42.0 mm","1/395",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-23 13:25:52",407
"1248","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0107.JPG","33_01_WF_0107.JPG","838 kB","BTC5HDP",2018-12-23 13:25:54,"2000x1111","42.0 mm","1/470",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-23 13:25:54",407
"1249","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0108.JPG","33_01_WF_0108.JPG","837 kB","BTC5HDP",2018-12-23 13:25:56,"2000x1111","42.0 mm","1/470",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-23 13:25:56",407
"1250","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/18_16_WHIP_000022.JPG","18_16_WHIP_000022.JPG","857 kB","",2018-12-23 15:57:01,"2000x1500","","0",2.8,100,"","No Flash","2018-12-23 15:57:01",408
"1251","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/18_16_WHIP_000023.JPG","18_16_WHIP_000023.JPG","857 kB","",2018-12-23 15:57:02,"2000x1500","","0",2.8,100,"","No Flash","2018-12-23 15:57:02",408
"1252","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/18_16_WHIP_000024.JPG","18_16_WHIP_000024.JPG","857 kB","",2018-12-23 15:57:02,"2000x1500","","0",2.8,100,"","No Flash","2018-12-23 15:57:02",408
"1253","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/32_17_WHIP_0028.JPG","32_17_WHIP_0028.JPG","750 kB","BTC5HDP",2018-12-23 18:11:29,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-23 18:11:29",409
"1254","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/32_17_WHIP_0029.JPG","32_17_WHIP_0029.JPG","805 kB","BTC5HDP",2018-12-23 18:11:31,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-23 18:11:31",409
"1255","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/32_17_WHIP_0030.JPG","32_17_WHIP_0030.JPG","871 kB","BTC5HDP",2018-12-23 18:11:33,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-23 18:11:33",409
"1256","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0151.JPG","29_19_DEG_0151.JPG","826 kB","BTC5HDP",2018-12-23 21:14:10,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-23 21:14:10",410
"1257","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0152.JPG","29_19_DEG_0152.JPG","836 kB","BTC5HDP",2018-12-23 21:14:12,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-23 21:14:12",410
"1258","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0153.JPG","29_19_DEG_0153.JPG","809 kB","BTC5HDP",2018-12-23 21:14:14,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-23 21:14:14",410
"1259","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000106.JPG","15_14_DEG_000106.JPG","819 kB","",2018-12-23 21:18:14,"2000x1500","","0",2.8,100,"","No Flash","2018-12-23 21:18:14",411
"1260","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000107.JPG","15_14_DEG_000107.JPG","815 kB","",2018-12-23 21:18:14,"2000x1500","","0",2.8,100,"","No Flash","2018-12-23 21:18:14",411
"1261","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000108.JPG","15_14_DEG_000108.JPG","815 kB","",2018-12-23 21:18:15,"2000x1500","","0",2.8,100,"","No Flash","2018-12-23 21:18:15",411
"1262","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0154.JPG","29_19_DEG_0154.JPG","817 kB","BTC5HDP",2018-12-23 21:19:09,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-23 21:19:09",411
"1263","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0155.JPG","29_19_DEG_0155.JPG","833 kB","BTC5HDP",2018-12-23 21:19:11,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-23 21:19:11",411
"1264","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0156.JPG","29_19_DEG_0156.JPG","811 kB","BTC5HDP",2018-12-23 21:19:13,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-23 21:19:13",411
"1265","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0157.JPG","29_19_DEG_0157.JPG","776 kB","BTC5HDP",2018-12-23 21:20:13,"2000x1111","42.0 mm","21-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-23 21:20:13",411
"1266","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0158.JPG","29_19_DEG_0158.JPG","795 kB","BTC5HDP",2018-12-23 21:20:15,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-23 21:20:15",411
"1267","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0159.JPG","29_19_DEG_0159.JPG","808 kB","BTC5HDP",2018-12-23 21:20:17,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-23 21:20:17",411
"1268","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0160.JPG","29_19_DEG_0160.JPG","791 kB","BTC5HDP",2018-12-23 21:21:18,"2000x1111","42.0 mm","21-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-23 21:21:18",412
"1269","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0161.JPG","29_19_DEG_0161.JPG","780 kB","BTC5HDP",2018-12-23 21:21:21,"2000x1111","42.0 mm","22-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-23 21:21:21",412
"1270","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0162.JPG","29_19_DEG_0162.JPG","722 kB","BTC5HDP",2018-12-23 21:21:23,"2000x1111","42.0 mm","Jan-60",2.4,100,"Unknown (288)","Auto, Fired","2018-12-23 21:21:23",412
